Id,Label,Modularity Class
3376,10.54.138.131,0
3377,10.54.138.191,0
3378,10.54.138.193,0
3379,10.54.138.20,0
3380,10.54.138.21,0
3381,10.54.138.244,0
3382,10.54.138.3,0
3383,10.54.140.210,0
3384,10.54.140.211,0
3385,10.54.140.212,0
3386,10.54.140.213,0
3387,10.54.140.226,0
3388,10.54.140.227,0
3389,10.54.140.228,0
3390,10.54.140.229,0
3391,10.54.140.230,0
3392,10.54.140.231,0
3393,10.54.140.239,0
3394,10.54.140.240,0
3395,10.54.140.244,0
3396,10.54.140.74,0
3397,10.54.140.75,0
3398,10.54.142.3,0
3399,10.54.144.206,0
3400,10.54.144.207,0
3401,10.54.146.153,0
3402,10.54.148.103,0
3403,10.54.148.110,0
3404,10.54.148.131,0
3405,10.54.151.202,0
3406,10.54.152.213,0
3407,10.54.152.221,0
3408,10.54.156.35,0
3409,10.54.160.202,0
3410,10.54.160.203,0
3411,10.54.160.206,0
3412,10.54.160.207,0
3413,10.54.162.207,0
3414,10.54.168.206,0
3415,10.54.168.207,0
3416,10.54.176.153,0
3417,10.54.176.203,0
3418,10.54.176.207,0
3419,10.54.176.238,0
3420,10.54.176.250,0
3421,10.54.176.3,0
3422,10.54.179.51,0
3423,10.54.179.59,0
3424,10.54.192.198,0
3425,10.54.192.204,0
3426,10.54.192.206,0
3427,10.54.192.207,0
3428,10.54.200.206,0
3429,10.54.200.207,0
3430,10.54.200.221,0
3431,10.54.204.174,0
3432,10.54.204.189,0
3433,10.54.206.132,0
3434,10.54.208.137,0
3435,10.54.208.153,0
3436,10.54.208.206,0
3437,10.54.208.207,0
3438,10.54.208.221,0
3439,10.54.216.157,0
3440,10.54.216.197,0
3441,10.54.216.205,0
3442,10.54.216.207,0
3443,10.54.216.213,0
3444,10.54.216.217,0
3445,10.54.216.220,0
3446,10.54.216.221,0
3447,10.54.216.222,0
3448,10.54.216.223,0
3449,10.54.216.231,0
3450,10.54.216.42,0
3451,10.54.224.153,0
3452,10.54.224.206,0
3453,10.54.224.207,0
3454,10.54.236.221,0
3455,10.54.24.221,0
3456,10.54.240.136,0
3457,10.54.240.137,0
3458,10.54.240.139,0
3459,10.54.240.141,0
3460,10.54.240.145,0
3461,10.54.240.152,0
3462,10.54.240.153,0
3463,10.54.240.155,0
3464,10.54.240.157,0
3465,10.54.240.185,0
3466,10.54.240.200,0
3467,10.54.240.217,0
3468,10.54.240.249,0
3469,10.54.240.25,0
3470,10.54.241.153,0
3471,10.54.242.153,0
3472,10.54.244.153,0
3473,10.54.246.153,0
3474,10.54.248.137,0
3475,10.54.248.153,0
3476,10.54.248.220,0
3477,10.54.248.221,0
3478,10.54.248.93,0
3479,10.54.32.206,0
3480,10.54.32.207,0
3481,10.54.64.206,0
3482,10.54.64.207,0
3483,10.54.72.221,0
3484,10.54.8.207,0
3485,10.54.88.221,0
3486,10.54.96.206,0
3487,10.55.0.206,0
3488,10.55.0.207,0
3489,10.55.128.199,0
3490,10.55.128.202,0
3491,10.55.128.205,0
3492,10.55.128.206,0
3493,10.55.128.207,0
3494,10.55.128.222,0
3495,10.55.136.205,0
3496,10.55.136.206,0
3497,10.55.138.3,0
3498,10.55.152.206,0
3499,10.55.152.247,0
3500,10.55.160.206,0
3501,10.55.160.207,0
3502,10.55.179.59,0
3503,10.55.192.206,0
3504,10.55.216.220,0
3505,10.55.216.221,0
3506,10.55.216.243,0
3507,10.55.216.247,0
3508,10.55.240.153,0
3509,10.55.248.221,0
3510,10.55.248.247,0
3511,10.55.36.109,0
3512,10.55.47.205,0
3513,10.55.47.213,0
3514,10.55.47.214,0
3515,10.55.47.219,0
3516,10.55.47.221,0
3517,10.55.47.223,0
3518,10.55.47.243,0
3519,10.55.60.105,0
3520,10.55.60.123,0
3521,10.55.60.125,0
3522,10.55.60.131,0
3523,10.55.60.135,0
3524,10.55.60.145,0
3525,10.55.60.223,0
3526,10.55.60.31,0
3527,10.55.60.33,0
3528,10.55.60.37,0
3529,10.55.60.67,0
3530,10.55.60.89,0
3531,10.55.60.99,0
3532,10.55.61.105,0
3533,10.55.73.246,0
3534,10.55.88.247,0
3535,10.56.104.207,0
3536,10.56.120.206,0
3537,10.56.120.207,0
3538,10.56.121.221,0
3539,10.56.121.225,0
3540,10.56.138.3,0
3541,10.56.184.242,0
3542,10.56.185.225,0
3543,10.56.187.153,0
3544,10.56.216.206,0
3545,10.56.216.207,0
3546,10.56.217.225,0
3547,10.56.24.206,0
3548,10.56.24.207,0
3549,10.56.24.222,0
3550,10.56.240.242,0
3551,10.56.248.225,0
3552,10.56.248.242,0
3553,10.56.248.243,0
3554,10.56.248.250,0
3555,10.56.248.253,0
3556,10.56.249.221,0
3557,10.56.249.224,0
3558,10.56.249.225,0
3559,10.56.249.228,0
3560,10.56.249.241,0
3561,10.56.249.249,0
3562,10.56.72.207,0
3563,10.56.80.206,0
3564,10.56.80.207,0
3565,10.56.88.198,0
3566,10.56.88.199,0
3567,10.56.88.202,0
3568,10.56.88.204,0
3569,10.56.88.206,0
3570,10.56.88.207,0
3571,10.56.88.222,0
3572,10.56.88.223,0
3573,10.57.120.242,0
3574,10.57.219.246,0
3575,10.57.248.242,0
3576,10.57.248.244,0
3577,10.57.248.253,0
3578,10.57.88.194,0
3579,10.57.88.206,0
3580,10.57.88.207,0
3581,10.58.112.246,0
3582,10.58.128.206,0
3583,10.58.128.207,0
3584,10.58.154.176,0
3585,10.58.154.39,0
3586,10.58.164.161,0
3587,10.58.164.35,0
3588,10.58.164.92,0
3589,10.58.165.5,0
3590,10.58.165.61,0
3591,10.58.165.8,0
3592,10.58.166.211,0
3593,10.58.168.15,0
3594,10.58.168.25,0
3595,10.58.17.9,0
3596,10.58.170.12,0
3597,10.58.170.139,0
3598,10.58.170.212,0
3599,10.58.170.224,0
3600,10.58.170.99,0
3601,10.58.216.221,0
3602,10.58.248.242,0
3603,10.58.248.253,0
3604,10.58.249.225,0
3605,10.58.80.215,0
3606,10.58.80.217,0
3607,10.58.80.219,0
3608,10.58.80.9,0
3609,10.58.81.101,0
3610,10.58.81.124,0
3611,10.58.81.129,0
3612,10.58.81.131,0
3613,10.58.81.139,0
3614,10.58.81.161,0
3615,10.58.81.171,0
3616,10.58.81.177,0
3617,10.58.81.185,0
3618,10.58.81.22,0
3619,10.58.81.25,0
3620,10.58.81.27,0
3621,10.58.81.28,0
3622,10.58.81.29,0
3623,10.58.81.41,0
3624,10.58.81.71,0
3625,10.58.81.9,0
3626,10.58.83.11,0
3627,10.58.85.43,0
3628,10.58.86.55,0
3629,10.58.88.199,0
3630,10.58.88.206,0
3631,10.58.88.207,0
3632,10.59.153.105,0
3633,10.59.153.118,0
3634,10.59.153.119,0
3635,10.59.153.130,0
3636,10.59.153.138,0
3637,10.59.153.146,0
3638,10.59.153.174,0
3639,10.59.153.180,0
3640,10.59.153.28,0
3641,10.59.153.8,0
3642,10.59.153.84,0
3643,10.59.153.85,0
3644,10.59.153.9,0
3645,10.59.153.98,0
3646,10.59.157.111,0
3647,10.59.225.221,0
3648,10.59.88.206,0
3649,10.6.112.246,0
3650,10.6.112.26,0
3651,10.6.128.206,0
3652,10.6.128.207,0
3653,10.6.216.247,0
3654,10.6.217.221,0
3655,10.60.1.249,0
3656,10.60.128.13,0
3657,10.60.128.206,0
3658,10.60.128.207,0
3659,10.60.138.191,0
3660,10.60.138.193,0
3661,10.60.138.20,0
3662,10.60.138.21,0
3663,10.60.138.244,0
3664,10.60.138.3,0
3665,10.60.140.167,0
3666,10.60.140.226,0
3667,10.60.140.231,0
3668,10.60.140.239,0
3669,10.60.140.243,0
3670,10.60.140.244,0
3671,10.60.140.35,0
3672,10.60.140.74,0
3673,10.60.140.75,0
3674,10.60.141.230,0
3675,10.60.144.206,0
3676,10.60.148.111,0
3677,10.60.156.229,0
3678,10.60.156.35,0
3679,10.60.156.36,0
3680,10.60.171.81,0
3681,10.60.172.227,0
3682,10.60.176.238,0
3683,10.60.178.7,0
3684,10.60.189.138,0
3685,10.60.206.132,0
3686,10.60.236.221,0
3687,10.60.248.242,0
3688,10.60.88.206,0
3689,10.60.88.207,0
3690,10.61.129.218,0
3691,10.61.88.207,0
3692,10.62.0.206,0
3693,10.62.0.207,0
3694,10.62.0.223,0
3695,10.62.112.246,0
3696,10.62.128.205,0
3697,10.62.128.206,0
3698,10.62.128.207,0
3699,10.62.128.222,0
3700,10.62.128.223,0
3701,10.62.144.207,0
3702,10.62.160.207,0
3703,10.62.160.223,0
3704,10.62.168.207,0
3705,10.62.192.199,0
3706,10.62.192.206,0
3707,10.62.216.221,0
3708,10.62.236.221,0
3709,10.62.240.153,0
3710,10.62.240.217,0
3711,10.62.32.206,0
3712,10.62.64.206,0
3713,10.63.128.206,0
3714,10.63.128.207,0
3715,10.63.160.206,0
3716,10.63.236.221,0
3717,10.63.236.223,0
3718,10.63.240.153,0
3719,10.64.112.246,0
3720,10.64.152.221,0
3721,10.64.152.229,0
3722,10.64.152.30,0
3723,10.64.152.56,0
3724,10.64.152.62,0
3725,10.64.152.83,0
3726,10.64.154.202,0
3727,10.64.154.212,0
3728,10.64.200.226,0
3729,10.64.208.56,0
3730,10.64.216.101,0
3731,10.64.216.103,0
3732,10.64.216.106,0
3733,10.64.216.107,0
3734,10.64.216.111,0
3735,10.64.216.113,0
3736,10.64.216.114,0
3737,10.64.216.115,0
3738,10.64.216.137,0
3739,10.64.216.138,0
3740,10.64.216.139,0
3741,10.64.216.140,0
3742,10.64.216.144,0
3743,10.64.216.145,0
3744,10.64.216.146,0
3745,10.64.216.147,0
3746,10.64.216.148,0
3747,10.64.216.15,0
3748,10.64.216.154,0
3749,10.64.216.155,0
3750,10.64.216.157,0
3751,10.64.216.158,0
3752,10.64.216.171,0
3753,10.64.216.208,0
3754,10.64.216.21,0
3755,10.64.216.221,0
3756,10.64.216.226,0
3757,10.64.216.227,0
3758,10.64.216.229,0
3759,10.64.216.23,0
3760,10.64.216.230,0
3761,10.64.216.234,0
3762,10.64.216.237,0
3763,10.64.216.238,0
3764,10.64.216.30,0
3765,10.64.216.33,0
3766,10.64.216.34,0
3767,10.64.216.35,0
3768,10.64.216.37,0
3769,10.64.216.38,0
3770,10.64.216.39,0
3771,10.64.216.40,0
3772,10.64.216.42,0
3773,10.64.216.43,0
3774,10.64.216.44,0
3775,10.64.216.45,0
3776,10.64.216.48,0
3777,10.64.216.50,0
3778,10.64.216.51,0
3779,10.64.216.53,0
3780,10.64.216.54,0
3781,10.64.216.55,0
3782,10.64.216.59,0
3783,10.64.216.60,0
3784,10.64.216.62,0
3785,10.64.216.63,0
3786,10.64.216.65,0
3787,10.64.216.67,0
3788,10.64.216.68,0
3789,10.64.216.69,0
3790,10.64.216.70,0
3791,10.64.216.73,0
3792,10.64.216.74,0
3793,10.64.216.75,0
3794,10.64.216.76,0
3795,10.64.216.77,0
3796,10.64.216.78,0
3797,10.64.216.79,0
3798,10.64.216.80,0
3799,10.64.216.81,0
3800,10.64.216.84,0
3801,10.64.216.87,0
3802,10.64.216.89,0
3803,10.64.216.95,0
3804,10.64.216.96,0
3805,10.64.216.97,0
3806,10.64.217.73,0
3807,10.64.218.201,0
3808,10.64.218.208,0
3809,10.64.218.210,0
3810,10.64.218.211,0
3811,10.64.218.212,0
3812,10.64.218.214,0
3813,10.64.218.218,0
3814,10.64.219.221,0
3815,10.64.220.109,0
3816,10.64.220.141,0
3817,10.64.220.150,0
3818,10.64.220.175,0
3819,10.64.220.177,0
3820,10.64.220.19,0
3821,10.64.220.221,0
3822,10.64.220.48,0
3823,10.64.220.50,0
3824,10.64.220.61,0
3825,10.64.220.82,0
3826,10.64.220.96,0
3827,10.64.240.2,0
3828,10.64.248.221,0
3829,10.64.248.98,0
3830,10.64.88.106,0
3831,10.64.88.221,0
3832,10.64.88.226,0
3833,10.64.90.111,0
3834,10.65.0.27,0
3835,10.65.0.29,0
3836,10.65.0.31,0
3837,10.65.0.37,0
3838,10.65.0.7,0
3839,10.65.112.2,0
3840,10.65.124.60,0
3841,10.65.128.1,0
3842,10.65.128.10,0
3843,10.65.128.11,0
3844,10.65.128.12,0
3845,10.65.128.13,0
3846,10.65.128.130,0
3847,10.65.128.14,0
3848,10.65.128.141,0
3849,10.65.128.15,0
3850,10.65.128.16,0
3851,10.65.128.17,0
3852,10.65.128.18,0
3853,10.65.128.2,0
3854,10.65.128.20,0
3855,10.65.128.21,0
3856,10.65.128.219,0
3857,10.65.128.22,0
3858,10.65.128.23,0
3859,10.65.128.24,0
3860,10.65.128.25,0
3861,10.65.128.26,0
3862,10.65.128.27,0
3863,10.65.128.28,0
3864,10.65.128.29,0
3865,10.65.128.3,0
3866,10.65.128.30,0
3867,10.65.128.31,0
3868,10.65.128.4,0
3869,10.65.128.45,0
3870,10.65.128.5,0
3871,10.65.128.6,0
3872,10.65.128.61,0
3873,10.65.128.7,0
3874,10.65.128.73,0
3875,10.65.128.74,0
3876,10.65.128.8,0
3877,10.65.128.9,0
3878,10.65.129.11,0
3879,10.65.136.106,0
3880,10.65.136.15,0
3881,10.65.136.221,0
3882,10.65.136.226,0
3883,10.65.136.27,0
3884,10.65.136.8,0
3885,10.65.144.20,0
3886,10.65.152.1,0
3887,10.65.152.101,0
3888,10.65.152.102,0
3889,10.65.152.103,0
3890,10.65.152.104,0
3891,10.65.152.106,0
3892,10.65.152.107,0
3893,10.65.152.111,0
3894,10.65.152.112,0
3895,10.65.152.113,0
3896,10.65.152.137,0
3897,10.65.152.139,0
3898,10.65.152.140,0
3899,10.65.152.144,0
3900,10.65.152.145,0
3901,10.65.152.146,0
3902,10.65.152.154,0
3903,10.65.152.155,0
3904,10.65.152.156,0
3905,10.65.152.157,0
3906,10.65.152.158,0
3907,10.65.152.174,0
3908,10.65.152.2,0
3909,10.65.152.22,0
3910,10.65.152.221,0
3911,10.65.152.224,0
3912,10.65.152.226,0
3913,10.65.152.227,0
3914,10.65.152.229,0
3915,10.65.152.23,0
3916,10.65.152.230,0
3917,10.65.152.234,0
3918,10.65.152.24,0
3919,10.65.152.242,0
3920,10.65.152.31,0
3921,10.65.152.32,0
3922,10.65.152.33,0
3923,10.65.152.34,0
3924,10.65.152.35,0
3925,10.65.152.36,0
3926,10.65.152.37,0
3927,10.65.152.38,0
3928,10.65.152.39,0
3929,10.65.152.40,0
3930,10.65.152.43,0
3931,10.65.152.44,0
3932,10.65.152.45,0
3933,10.65.152.46,0
3934,10.65.152.47,0
3935,10.65.152.48,0
3936,10.65.152.49,0
3937,10.65.152.50,0
3938,10.65.152.51,0
3939,10.65.152.53,0
3940,10.65.152.54,0
3941,10.65.152.55,0
3942,10.65.152.56,0
3943,10.65.152.58,0
3944,10.65.152.59,0
3945,10.65.152.62,0
3946,10.65.152.63,0
3947,10.65.152.65,0
3948,10.65.152.66,0
3949,10.65.152.67,0
3950,10.65.152.68,0
3951,10.65.152.69,0
3952,10.65.152.70,0
3953,10.65.152.71,0
3954,10.65.152.73,0
3955,10.65.152.74,0
3956,10.65.152.75,0
3957,10.65.152.76,0
3958,10.65.152.77,0
3959,10.65.152.78,0
3960,10.65.152.79,0
3961,10.65.152.83,0
3962,10.65.152.85,0
3963,10.65.152.87,0
3964,10.65.152.96,0
3965,10.65.152.97,0
3966,10.65.152.98,0
3967,10.65.154.221,0
3968,10.65.154.51,0
3969,10.65.156.154,0
3970,10.65.156.221,0
3971,10.65.156.229,0
3972,10.65.156.55,0
3973,10.65.16.15,0
3974,10.65.160.68,0
3975,10.65.168.221,0
3976,10.65.184.101,0
3977,10.65.184.213,0
3978,10.65.184.221,0
3979,10.65.184.229,0
3980,10.65.184.59,0
3981,10.65.184.62,0
3982,10.65.188.106,0
3983,10.65.192.11,0
3984,10.65.192.17,0
3985,10.65.192.27,0
3986,10.65.192.33,0
3987,10.65.200.101,0
3988,10.65.200.102,0
3989,10.65.200.104,0
3990,10.65.200.106,0
3991,10.65.200.107,0
3992,10.65.200.111,0
3993,10.65.200.115,0
3994,10.65.200.12,0
3995,10.65.200.138,0
3996,10.65.200.139,0
3997,10.65.200.140,0
3998,10.65.200.145,0
3999,10.65.200.146,0
4000,10.65.200.154,0
4001,10.65.200.156,0
4002,10.65.200.157,0
4003,10.65.200.21,0
4004,10.65.200.22,0
4005,10.65.200.221,0
4006,10.65.200.224,0
4007,10.65.200.226,0
4008,10.65.200.229,0
4009,10.65.200.23,0
4010,10.65.200.230,0
4011,10.65.200.242,0
4012,10.65.200.31,0
4013,10.65.200.33,0
4014,10.65.200.34,0
4015,10.65.200.37,0
4016,10.65.200.39,0
4017,10.65.200.40,0
4018,10.65.200.43,0
4019,10.65.200.45,0
4020,10.65.200.48,0
4021,10.65.200.50,0
4022,10.65.200.51,0
4023,10.65.200.52,0
4024,10.65.200.53,0
4025,10.65.200.54,0
4026,10.65.200.56,0
4027,10.65.200.59,0
4028,10.65.200.62,0
4029,10.65.200.63,0
4030,10.65.200.65,0
4031,10.65.200.68,0
4032,10.65.200.73,0
4033,10.65.200.74,0
4034,10.65.200.75,0
4035,10.65.200.77,0
4036,10.65.200.79,0
4037,10.65.200.80,0
4038,10.65.200.82,0
4039,10.65.200.87,0
4040,10.65.200.95,0
4041,10.65.200.98,0
4042,10.65.201.146,0
4043,10.65.201.226,0
4044,10.65.204.156,0
4045,10.65.204.16,0
4046,10.65.204.178,0
4047,10.65.204.221,0
4048,10.65.204.97,0
4049,10.65.208.103,0
4050,10.65.208.104,0
4051,10.65.208.106,0
4052,10.65.208.107,0
4053,10.65.208.137,0
4054,10.65.208.138,0
4055,10.65.208.139,0
4056,10.65.208.144,0
4057,10.65.208.145,0
4058,10.65.208.149,0
4059,10.65.208.156,0
4060,10.65.208.157,0
4061,10.65.208.16,0
4062,10.65.208.161,0
4063,10.65.208.171,0
4064,10.65.208.203,0
4065,10.65.208.205,0
4066,10.65.208.21,0
4067,10.65.208.221,0
4068,10.65.208.223,0
4069,10.65.208.226,0
4070,10.65.208.229,0
4071,10.65.208.245,0
4072,10.65.208.30,0
4073,10.65.208.31,0
4074,10.65.208.32,0
4075,10.65.208.33,0
4076,10.65.208.37,0
4077,10.65.208.38,0
4078,10.65.208.39,0
4079,10.65.208.42,0
4080,10.65.208.50,0
4081,10.65.208.53,0
4082,10.65.208.54,0
4083,10.65.208.56,0
4084,10.65.208.59,0
4085,10.65.208.60,0
4086,10.65.208.62,0
4087,10.65.208.63,0
4088,10.65.208.65,0
4089,10.65.208.67,0
4090,10.65.208.73,0
4091,10.65.208.74,0
4092,10.65.208.77,0
4093,10.65.208.79,0
4094,10.65.209.87,0
4095,10.65.212.100,0
4096,10.65.212.103,0
4097,10.65.212.132,0
4098,10.65.212.186,0
4099,10.65.212.221,0
4100,10.65.212.46,0
4101,10.65.212.83,0
4102,10.65.212.97,0
4103,10.65.216.0,0
4104,10.65.216.1,0
4105,10.65.216.10,0
4106,10.65.216.100,0
4107,10.65.216.101,0
4108,10.65.216.102,0
4109,10.65.216.103,0
4110,10.65.216.104,0
4111,10.65.216.105,0
4112,10.65.216.106,0
4113,10.65.216.107,0
4114,10.65.216.108,0
4115,10.65.216.109,0
4116,10.65.216.11,0
4117,10.65.216.110,0
4118,10.65.216.111,0
4119,10.65.216.112,0
4120,10.65.216.113,0
4121,10.65.216.114,0
4122,10.65.216.115,0
4123,10.65.216.116,0
4124,10.65.216.117,0
4125,10.65.216.118,0
4126,10.65.216.119,0
4127,10.65.216.12,0
4128,10.65.216.120,0
4129,10.65.216.121,0
4130,10.65.216.122,0
4131,10.65.216.123,0
4132,10.65.216.126,0
4133,10.65.216.127,0
4134,10.65.216.128,0
4135,10.65.216.129,0
4136,10.65.216.13,0
4137,10.65.216.130,0
4138,10.65.216.131,0
4139,10.65.216.132,0
4140,10.65.216.136,0
4141,10.65.216.137,0
4142,10.65.216.138,0
4143,10.65.216.139,0
4144,10.65.216.14,0
4145,10.65.216.140,0
4146,10.65.216.141,0
4147,10.65.216.142,0
4148,10.65.216.143,0
4149,10.65.216.144,0
4150,10.65.216.145,0
4151,10.65.216.146,0
4152,10.65.216.147,0
4153,10.65.216.148,0
4154,10.65.216.149,0
4155,10.65.216.15,0
4156,10.65.216.150,0
4157,10.65.216.151,0
4158,10.65.216.152,0
4159,10.65.216.153,0
4160,10.65.216.154,0
4161,10.65.216.155,0
4162,10.65.216.156,0
4163,10.65.216.157,0
4164,10.65.216.158,0
4165,10.65.216.159,0
4166,10.65.216.16,0
4167,10.65.216.161,0
4168,10.65.216.162,0
4169,10.65.216.163,0
4170,10.65.216.165,0
4171,10.65.216.166,0
4172,10.65.216.167,0
4173,10.65.216.168,0
4174,10.65.216.169,0
4175,10.65.216.17,0
4176,10.65.216.170,0
4177,10.65.216.171,0
4178,10.65.216.172,0
4179,10.65.216.173,0
4180,10.65.216.174,0
4181,10.65.216.175,0
4182,10.65.216.176,0
4183,10.65.216.177,0
4184,10.65.216.178,0
4185,10.65.216.179,0
4186,10.65.216.18,0
4187,10.65.216.183,0
4188,10.65.216.184,0
4189,10.65.216.187,0
4190,10.65.216.188,0
4191,10.65.216.189,0
4192,10.65.216.190,0
4193,10.65.216.193,0
4194,10.65.216.194,0
4195,10.65.216.195,0
4196,10.65.216.197,0
4197,10.65.216.198,0
4198,10.65.216.2,0
4199,10.65.216.20,0
4200,10.65.216.201,0
4201,10.65.216.202,0
4202,10.65.216.203,0
4203,10.65.216.204,0
4204,10.65.216.205,0
4205,10.65.216.206,0
4206,10.65.216.207,0
4207,10.65.216.208,0
4208,10.65.216.209,0
4209,10.65.216.21,0
4210,10.65.216.210,0
4211,10.65.216.213,0
4212,10.65.216.215,0
4213,10.65.216.216,0
4214,10.65.216.217,0
4215,10.65.216.219,0
4216,10.65.216.22,0
4217,10.65.216.220,0
4218,10.65.216.221,0
4219,10.65.216.222,0
4220,10.65.216.223,0
4221,10.65.216.224,0
4222,10.65.216.225,0
4223,10.65.216.226,0
4224,10.65.216.227,0
4225,10.65.216.228,0
4226,10.65.216.229,0
4227,10.65.216.23,0
4228,10.65.216.230,0
4229,10.65.216.231,0
4230,10.65.216.232,0
4231,10.65.216.234,0
4232,10.65.216.235,0
4233,10.65.216.237,0
4234,10.65.216.238,0
4235,10.65.216.239,0
4236,10.65.216.24,0
4237,10.65.216.241,0
4238,10.65.216.242,0
4239,10.65.216.243,0
4240,10.65.216.245,0
4241,10.65.216.246,0
4242,10.65.216.25,0
4243,10.65.216.250,0
4244,10.65.216.253,0
4245,10.65.216.26,0
4246,10.65.216.27,0
4247,10.65.216.28,0
4248,10.65.216.29,0
4249,10.65.216.3,0
4250,10.65.216.30,0
4251,10.65.216.31,0
4252,10.65.216.32,0
4253,10.65.216.33,0
4254,10.65.216.34,0
4255,10.65.216.35,0
4256,10.65.216.36,0
4257,10.65.216.37,0
4258,10.65.216.38,0
4259,10.65.216.39,0
4260,10.65.216.4,0
4261,10.65.216.40,0
4262,10.65.216.41,0
4263,10.65.216.42,0
4264,10.65.216.43,0
4265,10.65.216.44,0
4266,10.65.216.45,0
4267,10.65.216.46,0
4268,10.65.216.47,0
4269,10.65.216.48,0
4270,10.65.216.49,0
4271,10.65.216.5,0
4272,10.65.216.50,0
4273,10.65.216.51,0
4274,10.65.216.52,0
4275,10.65.216.53,0
4276,10.65.216.54,0
4277,10.65.216.55,0
4278,10.65.216.56,0
4279,10.65.216.57,0
4280,10.65.216.58,0
4281,10.65.216.59,0
4282,10.65.216.6,0
4283,10.65.216.60,0
4284,10.65.216.61,0
4285,10.65.216.62,0
4286,10.65.216.63,0
4287,10.65.216.64,0
4288,10.65.216.65,0
4289,10.65.216.66,0
4290,10.65.216.67,0
4291,10.65.216.68,0
4292,10.65.216.69,0
4293,10.65.216.7,0
4294,10.65.216.70,0
4295,10.65.216.71,0
4296,10.65.216.72,0
4297,10.65.216.73,0
4298,10.65.216.74,0
4299,10.65.216.75,0
4300,10.65.216.76,0
4301,10.65.216.77,0
4302,10.65.216.78,0
4303,10.65.216.79,0
4304,10.65.216.80,0
4305,10.65.216.81,0
4306,10.65.216.82,0
4307,10.65.216.83,0
4308,10.65.216.84,0
4309,10.65.216.85,0
4310,10.65.216.86,0
4311,10.65.216.87,0
4312,10.65.216.89,0
4313,10.65.216.9,0
4314,10.65.216.90,0
4315,10.65.216.91,0
4316,10.65.216.92,0
4317,10.65.216.93,0
4318,10.65.216.94,0
4319,10.65.216.95,0
4320,10.65.216.96,0
4321,10.65.216.97,0
4322,10.65.216.98,0
4323,10.65.216.99,0
4324,10.65.217.101,0
4325,10.65.217.102,0
4326,10.65.217.103,0
4327,10.65.217.106,0
4328,10.65.217.111,0
4329,10.65.217.113,0
4330,10.65.217.137,0
4331,10.65.217.138,0
4332,10.65.217.139,0
4333,10.65.217.140,0
4334,10.65.217.144,0
4335,10.65.217.145,0
4336,10.65.217.146,0
4337,10.65.217.154,0
4338,10.65.217.157,0
4339,10.65.217.172,0
4340,10.65.217.174,0
4341,10.65.217.205,0
4342,10.65.217.221,0
4343,10.65.217.226,0
4344,10.65.217.229,0
4345,10.65.217.23,0
4346,10.65.217.253,0
4347,10.65.217.32,0
4348,10.65.217.33,0
4349,10.65.217.34,0
4350,10.65.217.37,0
4351,10.65.217.38,0
4352,10.65.217.39,0
4353,10.65.217.40,0
4354,10.65.217.48,0
4355,10.65.217.51,0
4356,10.65.217.53,0
4357,10.65.217.54,0
4358,10.65.217.56,0
4359,10.65.217.62,0
4360,10.65.217.63,0
4361,10.65.217.69,0
4362,10.65.217.73,0
4363,10.65.217.75,0
4364,10.65.217.76,0
4365,10.65.217.77,0
4366,10.65.217.79,0
4367,10.65.217.80,0
4368,10.65.217.82,0
4369,10.65.217.83,0
4370,10.65.217.87,0
4371,10.65.217.93,0
4372,10.65.217.97,0
4373,10.65.217.98,0
4374,10.65.218.101,0
4375,10.65.218.102,0
4376,10.65.218.103,0
4377,10.65.218.106,0
4378,10.65.218.107,0
4379,10.65.218.109,0
4380,10.65.218.111,0
4381,10.65.218.115,0
4382,10.65.218.137,0
4383,10.65.218.138,0
4384,10.65.218.139,0
4385,10.65.218.145,0
4386,10.65.218.146,0
4387,10.65.218.155,0
4388,10.65.218.157,0
4389,10.65.218.158,0
4390,10.65.218.174,0
4391,10.65.218.194,0
4392,10.65.218.21,0
4393,10.65.218.220,0
4394,10.65.218.221,0
4395,10.65.218.226,0
4396,10.65.218.229,0
4397,10.65.218.23,0
4398,10.65.218.26,0
4399,10.65.218.28,0
4400,10.65.218.33,0
4401,10.65.218.34,0
4402,10.65.218.36,0
4403,10.65.218.37,0
4404,10.65.218.38,0
4405,10.65.218.40,0
4406,10.65.218.42,0
4407,10.65.218.45,0
4408,10.65.218.46,0
4409,10.65.218.47,0
4410,10.65.218.48,0
4411,10.65.218.49,0
4412,10.65.218.50,0
4413,10.65.218.51,0
4414,10.65.218.54,0
4415,10.65.218.55,0
4416,10.65.218.56,0
4417,10.65.218.59,0
4418,10.65.218.62,0
4419,10.65.218.63,0
4420,10.65.218.65,0
4421,10.65.218.67,0
4422,10.65.218.68,0
4423,10.65.218.70,0
4424,10.65.218.75,0
4425,10.65.218.76,0
4426,10.65.218.77,0
4427,10.65.218.78,0
4428,10.65.218.79,0
4429,10.65.218.80,0
4430,10.65.218.81,0
4431,10.65.218.82,0
4432,10.65.218.83,0
4433,10.65.218.87,0
4434,10.65.218.92,0
4435,10.65.218.97,0
4436,10.65.218.98,0
4437,10.65.219.221,0
4438,10.65.219.33,0
4439,10.65.219.54,0
4440,10.65.220.1,0
4441,10.65.220.100,0
4442,10.65.220.101,0
4443,10.65.220.102,0
4444,10.65.220.103,0
4445,10.65.220.104,0
4446,10.65.220.106,0
4447,10.65.220.107,0
4448,10.65.220.108,0
4449,10.65.220.109,0
4450,10.65.220.110,0
