Source,Target,Type,Id,Label,Weight
5813,465,Directed,6562,,18
4238,5658,Directed,6563,,16
4223,8289,Directed,6564,,12
4322,5658,Directed,6565,,12
6688,5735,Directed,6566,,8
4238,1268,Directed,6567,,1
3912,4231,Directed,6568,,1
4223,10278,Directed,6569,,1
4168,5658,Directed,6570,,14
4223,5135,Directed,6571,,9
4223,2060,Directed,6572,,26
3912,5658,Directed,6573,,7
7677,5756,Directed,6574,,5
4223,1268,Directed,6575,,11
2967,8929,Directed,6576,,4
4755,5658,Directed,6577,,5
7676,5658,Directed,6578,,1
4223,4862,Directed,6579,,8
4197,5658,Directed,6580,,2
4666,5658,Directed,6581,,2
3728,13467,Directed,6582,,1
3756,5642,Directed,6583,,8
4223,13287,Directed,6584,,2
4343,5658,Directed,6585,,7
4625,13379,Directed,6586,,1
1161,5321,Directed,6587,,12
6688,14219,Directed,6588,,1
4223,5656,Directed,6589,,7
5334,791,Directed,6590,,1
4118,1880,Directed,6591,,1
2752,9178,Directed,6592,,1
4221,5658,Directed,6593,,12
4180,5658,Directed,6594,,1
6735,5735,Directed,6595,,1
7069,10786,Directed,6596,,1
4223,6474,Directed,6597,,4
1161,5658,Directed,6598,,11
4673,7757,Directed,6599,,1
6688,5658,Directed,6600,,4
6553,2271,Directed,6601,,2
4223,5458,Directed,6602,,10
8239,5656,Directed,6603,,1
4223,5909,Directed,6604,,6
4228,5658,Directed,6605,,23
4223,4223,Directed,6606,,5
5658,5632,Directed,6607,,6
4137,5658,Directed,6608,,1
4223,5668,Directed,6609,,8
275,13607,Directed,6610,,1
4238,8289,Directed,6611,,4
8163,5658,Directed,6612,,13
1594,11319,Directed,6613,,7
4320,5658,Directed,6614,,1
2784,9234,Directed,6615,,1
2805,9234,Directed,6616,,1
4223,15038,Directed,6617,,1
4223,5604,Directed,6618,,1
4524,5658,Directed,6619,,7
4194,5658,Directed,6620,,12
4322,4223,Directed,6621,,1
48,5458,Directed,6622,,5
4662,5663,Directed,6623,,12
4223,5632,Directed,6624,,16
1426,13139,Directed,6625,,1
4194,1268,Directed,6626,,1
4223,5663,Directed,6627,,10
1126,13308,Directed,6628,,1
4754,5658,Directed,6629,,1
4520,10481,Directed,6630,,1
4223,5642,Directed,6631,,7
7065,5741,Directed,6632,,1
5658,8284,Directed,6633,,1
4223,6828,Directed,6634,,6
3832,5658,Directed,6635,,1
5847,10005,Directed,6636,,1
7069,5741,Directed,6637,,8
5223,14580,Directed,6638,,1
4662,5658,Directed,6639,,10
8161,9355,Directed,6640,,2
4171,5658,Directed,6641,,1
4168,5642,Directed,6642,,1
7677,5658,Directed,6643,,10
4755,5668,Directed,6644,,11
4223,15097,Directed,6645,,1
8162,5658,Directed,6646,,1
4228,5656,Directed,6647,,1
4231,5658,Directed,6648,,10
4223,14408,Directed,6649,,1
5663,5632,Directed,6650,,2
3761,1268,Directed,6651,,1
4254,8289,Directed,6652,,1
8163,5909,Directed,6653,,4
2966,9216,Directed,6654,,9
5842,405,Directed,6655,,1
4395,5658,Directed,6656,,8
7069,5658,Directed,6657,,6
4223,6292,Directed,6658,,6
4223,10244,Directed,6659,,1
4010,5656,Directed,6660,,1
5904,9678,Directed,6661,,2
4223,7181,Directed,6662,,9
4259,2531,Directed,6663,,61
48,5658,Directed,6664,,12
5960,946,Directed,6665,,1
8387,14583,Directed,6666,,1
4007,5656,Directed,6667,,12
52,12153,Directed,6668,,1
4223,14752,Directed,6669,,1
4223,10274,Directed,6670,,1
6474,5658,Directed,6671,,1
4223,15070,Directed,6672,,1
6998,7388,Directed,6673,,2
6446,14465,Directed,6674,,1
1161,13315,Directed,6675,,1
4231,5642,Directed,6676,,1
3761,5642,Directed,6677,,1
6530,647,Directed,6678,,1
48,7181,Directed,6679,,1
8058,13544,Directed,6680,,1
5961,924,Directed,6681,,2
3912,5665,Directed,6682,,8
5658,8289,Directed,6683,,1
94,5458,Directed,6684,,2
4231,8289,Directed,6685,,1
3749,14645,Directed,6686,,1
8284,5632,Directed,6687,,1
4395,10349,Directed,6688,,1
5658,5658,Directed,6689,,8
5213,14474,Directed,6690,,6
6365,7389,Directed,6691,,2
104,5458,Directed,6692,,1
6365,14437,Directed,6693,,2
4223,5741,Directed,6694,,6
4221,3756,Directed,6695,,1
4223,10920,Directed,6696,,1
4218,7776,Directed,6697,,4
4223,5735,Directed,6698,,4
4194,5663,Directed,6699,,1
7630,13522,Directed,6700,,1
5865,934,Directed,6701,,4
4223,7816,Directed,6702,,3
5856,2282,Directed,6703,,43
5343,5655,Directed,6704,,1
4238,5656,Directed,6705,,1
4395,6474,Directed,6706,,1
4223,5321,Directed,6707,,2
48,13383,Directed,6708,,1
2271,292,Directed,6709,,1
3966,5665,Directed,6710,,1
8163,15080,Directed,6711,,1
4007,4221,Directed,6712,,1
4223,5588,Directed,6713,,1
4223,5756,Directed,6714,,7
5913,11124,Directed,6715,,1
3838,11200,Directed,6716,,1
8163,14423,Directed,6717,,1
5658,14179,Directed,6718,,1
112,13376,Directed,6719,,1
3917,5658,Directed,6720,,1
5632,13493,Directed,6721,,1
4230,5658,Directed,6722,,1
4223,13253,Directed,6723,,1
4228,4862,Directed,6724,,1
4514,5632,Directed,6725,,1
571,13293,Directed,6726,,1
4322,5642,Directed,6727,,1
4223,15050,Directed,6728,,1
6370,8738,Directed,6729,,1
7133,5663,Directed,6730,,1
47,5658,Directed,6731,,1
4524,5741,Directed,6732,,1
51,5458,Directed,6733,,2
5658,13147,Directed,6734,,1
4223,13761,Directed,6735,,1
3788,934,Directed,6736,,2
6122,934,Directed,6737,,2
1160,5658,Directed,6738,,1
4231,2060,Directed,6739,,1
5975,2271,Directed,6740,,64
1129,10779,Directed,6741,,1
5774,580,Directed,6742,,1
5668,5658,Directed,6743,,1
4223,5710,Directed,6744,,1
7136,13478,Directed,6745,,1
4343,4862,Directed,6746,,1
3093,11363,Directed,6747,,6
4243,5658,Directed,6748,,1
5772,602,Directed,6749,,1
5912,9912,Directed,6750,,1
4524,2060,Directed,6751,,1
4722,13478,Directed,6752,,1
7072,5741,Directed,6753,,1
1227,13316,Directed,6754,,1
4168,5735,Directed,6755,,1
4223,13254,Directed,6756,,1
4228,1268,Directed,6757,,1
2884,9170,Directed,6758,,24
6688,2060,Directed,6759,,1
4343,8289,Directed,6760,,1
4234,5735,Directed,6761,,1
7292,11020,Directed,6762,,2
4238,5665,Directed,6763,,1
568,13470,Directed,6764,,1
4238,2060,Directed,6765,,1
41,5458,Directed,6766,,1
4391,5658,Directed,6767,,1
6736,5658,Directed,6768,,1
4150,9981,Directed,6769,,1
1165,15053,Directed,6770,,1
4043,14759,Directed,6771,,1
3756,14757,Directed,6772,,1
7073,5741,Directed,6773,,1
3912,5321,Directed,6774,,1
1216,5321,Directed,6775,,1
4223,1269,Directed,6776,,1
3919,5665,Directed,6777,,1
1161,5634,Directed,6778,,1
2876,8886,Directed,6779,,14
5779,10654,Directed,6780,,1
8163,4524,Directed,6781,,1
4228,8289,Directed,6782,,2
6828,13483,Directed,6783,,1
5840,10511,Directed,6784,,1
3882,14409,Directed,6785,,1
4234,1268,Directed,6786,,1
4662,8293,Directed,6787,,1
4662,13527,Directed,6788,,1
8128,11331,Directed,6789,,8
4011,5656,Directed,6790,,1
3129,11363,Directed,6791,,3
5816,1479,Directed,6792,,1
4395,5135,Directed,6793,,1
4112,5658,Directed,6794,,1
7677,5656,Directed,6795,,1
1493,11361,Directed,6796,,10
2893,11361,Directed,6797,,16
5451,942,Directed,6798,,1
4218,264,Directed,6799,,1
8344,9901,Directed,6800,,1
1479,11361,Directed,6801,,15
7811,9879,Directed,6802,,1
5834,1948,Directed,6803,,1
5915,14642,Directed,6804,,1
5497,942,Directed,6805,,1
1492,11361,Directed,6806,,3
5988,14723,Directed,6807,,1
62,1496,Directed,6808,,1
4218,9942,Directed,6809,,1
2890,9167,Directed,6810,,14
2776,8873,Directed,6811,,9
3868,14634,Directed,6812,,1
4277,2455,Directed,6813,,52
4269,2282,Directed,6814,,24
2539,11793,Directed,6815,,1
3863,10596,Directed,6816,,1
5841,9925,Directed,6817,,1
1489,11330,Directed,6818,,4
5858,2658,Directed,6819,,1
4234,8475,Directed,6820,,1
4266,876,Directed,6821,,2
5904,2266,Directed,6822,,3
4118,366,Directed,6823,,1
3734,694,Directed,6824,,1
1310,934,Directed,6825,,2
2763,11457,Directed,6826,,3
3127,9132,Directed,6827,,10
5916,14202,Directed,6828,,1
8128,11330,Directed,6829,,15
3855,10428,Directed,6830,,1
1693,11396,Directed,6831,,1
2784,8882,Directed,6832,,1
7808,9874,Directed,6833,,2
5222,14580,Directed,6834,,1
3842,10698,Directed,6835,,1
5791,14785,Directed,6836,,1
8447,934,Directed,6837,,2
3792,9823,Directed,6838,,1
5966,704,Directed,6839,,1
4294,7761,Directed,6840,,1
3961,688,Directed,6841,,2
5904,9553,Directed,6842,,4
5661,5628,Directed,6843,,2
3129,9149,Directed,6844,,1
5904,1003,Directed,6845,,1
2884,9149,Directed,6846,,4
5908,13489,Directed,6847,,2
4234,12253,Directed,6848,,1
4525,5672,Directed,6849,,1
5799,941,Directed,6850,,1
4927,941,Directed,6851,,1
8308,941,Directed,6852,,1
4450,941,Directed,6853,,1
6142,999,Directed,6854,,1
5329,928,Directed,6855,,1
7198,7761,Directed,6856,,1
6488,1606,Directed,6857,,1
5782,7761,Directed,6858,,1
4520,7388,Directed,6859,,4
5906,9512,Directed,6860,,1
6553,7386,Directed,6861,,3
4551,9813,Directed,6862,,1
5942,9714,Directed,6863,,1
4023,932,Directed,6864,,1
5890,7388,Directed,6865,,1
5904,14529,Directed,6866,,7
5838,946,Directed,6867,,1
12,1634,Directed,6868,,1
6914,341,Directed,6869,,3
3846,9680,Directed,6870,,1
8127,11327,Directed,6871,,6
3876,10693,Directed,6872,,1
3875,9701,Directed,6873,,1
3842,10724,Directed,6874,,1
4693,10743,Directed,6875,,1
2962,9174,Directed,6876,,1
1492,11356,Directed,6877,,6
5933,14853,Directed,6878,,1
5912,656,Directed,6879,,1
2949,9234,Directed,6880,,25
3931,939,Directed,6881,,1
5904,14572,Directed,6882,,3
6021,9660,Directed,6883,,1
2884,9265,Directed,6884,,2
2805,11356,Directed,6885,,3
4223,5659,Directed,6886,,5
4224,5658,Directed,6887,,4
6000,3254,Directed,6888,,2
3912,13476,Directed,6889,,1
4222,5658,Directed,6890,,2
6018,1533,Directed,6891,,1
2788,9177,Directed,6892,,1
6018,958,Directed,6893,,4
4160,920,Directed,6894,,6
5820,2531,Directed,6895,,51
3842,10691,Directed,6896,,1
1693,11410,Directed,6897,,2
7952,9943,Directed,6898,,1
6945,934,Directed,6899,,1
4314,10368,Directed,6900,,1
2893,9234,Directed,6901,,10
2943,11332,Directed,6902,,29
5989,9966,Directed,6903,,1
2888,9234,Directed,6904,,10
4659,930,Directed,6905,,1
4146,10733,Directed,6906,,1
5959,952,Directed,6907,,1
5904,13148,Directed,6908,,1
4220,2375,Directed,6909,,2
6570,924,Directed,6910,,3
5912,9525,Directed,6911,,2
5782,1489,Directed,6912,,1
1687,11684,Directed,6913,,1
2752,9191,Directed,6914,,4
4218,9535,Directed,6915,,1
4163,465,Directed,6916,,53
1523,11357,Directed,6917,,6
3864,11036,Directed,6918,,1
3864,10408,Directed,6919,,1
2961,11410,Directed,6920,,1
81,651,Directed,6921,,2
7257,5653,Directed,6922,,3
7891,934,Directed,6923,,1
3091,9215,Directed,6924,,2
2805,8931,Directed,6925,,20
5919,2531,Directed,6926,,3
2784,9295,Directed,6927,,1
5916,10455,Directed,6928,,1
8369,651,Directed,6929,,1
4318,952,Directed,6930,,1
3462,1479,Directed,6931,,4
441,11332,Directed,6932,,10
2876,9174,Directed,6933,,1
3038,9253,Directed,6934,,1
446,11332,Directed,6935,,30
5966,465,Directed,6936,,39
5910,5693,Directed,6937,,1
5910,13482,Directed,6938,,2
4320,927,Directed,6939,,2
2957,9174,Directed,6940,,94
4129,2531,Directed,6941,,2
7257,412,Directed,6942,,1
5888,941,Directed,6943,,1
5817,941,Directed,6944,,1
5876,1948,Directed,6945,,1
1465,9615,Directed,6946,,1
6005,1693,Directed,6947,,1
4220,651,Directed,6948,,1
8126,11319,Directed,6949,,6
5828,1566,Directed,6950,,1
5826,1606,Directed,6951,,1
6529,10418,Directed,6952,,1
5806,10416,Directed,6953,,1
1310,11198,Directed,6954,,1
5910,781,Directed,6955,,1
4961,9823,Directed,6956,,1
7241,3254,Directed,6957,,1
2118,3254,Directed,6958,,1
5966,9592,Directed,6959,,1
5832,9702,Directed,6960,,1
5904,876,Directed,6961,,1
6008,10268,Directed,6962,,1
5828,987,Directed,6963,,1
6092,1555,Directed,6964,,1
5834,996,Directed,6965,,1
6246,9617,Directed,6966,,1
5906,921,Directed,6967,,2
5930,643,Directed,6968,,1
4660,9649,Directed,6969,,1
5991,2455,Directed,6970,,55
4319,651,Directed,6971,,34
5961,2658,Directed,6972,,1
4319,2271,Directed,6973,,29
601,14649,Directed,6974,,1
2122,10420,Directed,6975,,1
4040,693,Directed,6976,,1
6559,2451,Directed,6977,,3
5845,10422,Directed,6978,,1
5195,3254,Directed,6979,,1
5910,9619,Directed,6980,,1
5912,1560,Directed,6981,,1
4252,1441,Directed,6982,,1
4252,947,Directed,6983,,1
5855,10744,Directed,6984,,1
4669,944,Directed,6985,,2
1111,10888,Directed,6986,,1
7249,694,Directed,6987,,1
5924,670,Directed,6988,,1
8375,7388,Directed,6989,,2
7257,14491,Directed,6990,,4
2890,11332,Directed,6991,,41
2893,11332,Directed,6992,,6
4157,713,Directed,6993,,1
3855,10414,Directed,6994,,2
2766,11343,Directed,6995,,4
5813,651,Directed,6996,,30
2893,11321,Directed,6997,,13
2752,11321,Directed,6998,,3
5991,2544,Directed,6999,,6
2888,11321,Directed,7000,,5
2893,9266,Directed,7001,,2
2950,9266,Directed,7002,,1
2950,11321,Directed,7003,,1
2893,9184,Directed,7004,,3
5200,13672,Directed,7005,,1
7051,948,Directed,7006,,2
5984,10837,Directed,7007,,1
8415,950,Directed,7008,,3
4107,10408,Directed,7009,,1
2752,8861,Directed,7010,,1
6664,691,Directed,7011,,2
5827,465,Directed,7012,,117
3214,8887,Directed,7013,,1
2949,9279,Directed,7014,,2
3234,9285,Directed,7015,,1
4304,932,Directed,7016,,2
5312,936,Directed,7017,,1
5778,942,Directed,7018,,1
4446,941,Directed,7019,,1
1482,11351,Directed,7020,,5
4199,934,Directed,7021,,3
5567,942,Directed,7022,,1
3003,8907,Directed,7023,,1
5817,9875,Directed,7024,,2
91,646,Directed,7025,,1
2958,9285,Directed,7026,,15
6336,339,Directed,7027,,3
4218,1095,Directed,7028,,1
6870,896,Directed,7029,,2
4270,649,Directed,7030,,1
2752,9184,Directed,7031,,2
5914,10493,Directed,7032,,1
1479,11364,Directed,7033,,1
3235,8868,Directed,7034,,9
8224,8778,Directed,7035,,1
5117,1594,Directed,7036,,1
4250,941,Directed,7037,,16
4250,1489,Directed,7038,,1
4286,9899,Directed,7039,,2
2111,934,Directed,7040,,2
1251,10359,Directed,7041,,1
4993,7388,Directed,7042,,3
5994,1007,Directed,7043,,1
3239,8908,Directed,7044,,9
4319,341,Directed,7045,,92
5904,9916,Directed,7046,,1
1479,11356,Directed,7047,,7
3861,10653,Directed,7048,,2
2893,11356,Directed,7049,,9
2888,11356,Directed,7050,,3
5970,1616,Directed,7051,,2
2763,11424,Directed,7052,,8
2733,11356,Directed,7053,,2
2544,11356,Directed,7054,,4
2948,9257,Directed,7055,,1
3176,9257,Directed,7056,,5
4164,10599,Directed,7057,,1
2967,9184,Directed,7058,,2
4164,1594,Directed,7059,,1
4164,9576,Directed,7060,,1
4164,10620,Directed,7061,,1
4164,10596,Directed,7062,,1
5710,895,Directed,7063,,1
5985,10001,Directed,7064,,1
6200,934,Directed,7065,,1
3900,341,Directed,7066,,2
2893,11368,Directed,7067,,1
2950,11368,Directed,7068,,1
5218,2268,Directed,7069,,1
4504,8752,Directed,7070,,1
5792,996,Directed,7071,,1
2540,11794,Directed,7072,,1
6077,2659,Directed,7073,,1
5259,465,Directed,7074,,2
1775,11778,Directed,7075,,1
2139,651,Directed,7076,,4
2496,12072,Directed,7077,,1
8089,366,Directed,7078,,1
6000,792,Directed,7079,,1
3176,11321,Directed,7080,,3
2766,9215,Directed,7081,,1
2766,11347,Directed,7082,,4
2766,11358,Directed,7083,,4
8125,11331,Directed,7084,,14
3010,8935,Directed,7085,,4
5977,14746,Directed,7086,,1
3784,9829,Directed,7087,,1
5912,7404,Directed,7088,,430
5912,9514,Directed,7089,,2
5706,934,Directed,7090,,3
4527,14464,Directed,7091,,1
5976,10334,Directed,7092,,1
5981,905,Directed,7093,,2
5213,5653,Directed,7094,,2
4109,342,Directed,7095,,1
3945,10508,Directed,7096,,1
4408,944,Directed,7097,,1
7683,9878,Directed,7098,,2
4283,941,Directed,7099,,7
5989,9876,Directed,7100,,1
5912,1880,Directed,7101,,2
4784,924,Directed,7102,,2
6477,14724,Directed,7103,,1
3945,934,Directed,7104,,2
7093,934,Directed,7105,,1
5706,941,Directed,7106,,1
4784,890,Directed,7107,,1
1262,8752,Directed,7108,,1
1494,11777,Directed,7109,,1
1492,9472,Directed,7110,,1
1490,10984,Directed,7111,,1
1343,2531,Directed,7112,,2
5994,950,Directed,7113,,1
4005,342,Directed,7114,,1
6003,916,Directed,7115,,3
4580,934,Directed,7116,,1
4520,935,Directed,7117,,2
7940,9875,Directed,7118,,1
5832,670,Directed,7119,,2
6638,5674,Directed,7120,,1
6258,5754,Directed,7121,,1
4993,5752,Directed,7122,,1
83,684,Directed,7123,,1
4927,934,Directed,7124,,3
4487,905,Directed,7125,,1
1735,11755,Directed,7126,,3
1795,11655,Directed,7127,,1
20,2278,Directed,7128,,1
7650,2282,Directed,7129,,1
5906,10105,Directed,7130,,1
5912,7388,Directed,7131,,489
3852,1704,Directed,7132,,2
4251,2531,Directed,7133,,39
5773,2282,Directed,7134,,5
5778,412,Directed,7135,,37
5853,2531,Directed,7136,,71
7830,934,Directed,7137,,3
4218,2458,Directed,7138,,1
45,2271,Directed,7139,,4
8194,934,Directed,7140,,2
45,2447,Directed,7141,,2
4218,10888,Directed,7142,,1
4660,463,Directed,7143,,2
8345,950,Directed,7144,,1
4968,9829,Directed,7145,,1
5912,14393,Directed,7146,,1
1686,11832,Directed,7147,,1
1353,644,Directed,7148,,1
96,684,Directed,7149,,1
5930,935,Directed,7150,,3
5077,341,Directed,7151,,1
7257,910,Directed,7152,,2
1809,9358,Directed,7153,,1
5904,9841,Directed,7154,,3
2884,9254,Directed,7155,,2
1348,14552,Directed,7156,,1
5991,1492,Directed,7157,,3
1786,12052,Directed,7158,,3
1795,10997,Directed,7159,,2
5780,465,Directed,7160,,39
5966,1479,Directed,7161,,4
5966,1482,Directed,7162,,8
4234,14641,Directed,7163,,1
5912,146,Directed,7164,,1
1795,11185,Directed,7165,,7
5806,2282,Directed,7166,,49
1712,11770,Directed,7167,,3
4145,2282,Directed,7168,,179
4107,2455,Directed,7169,,22
5031,916,Directed,7170,,1
7333,9851,Directed,7171,,1
7703,9875,Directed,7172,,2
6365,931,Directed,7173,,1
3967,648,Directed,7174,,1
4480,934,Directed,7175,,2
6311,2658,Directed,7176,,1
5811,3335,Directed,7177,,1
5293,937,Directed,7178,,1
4278,950,Directed,7179,,1
4998,5644,Directed,7180,,1
5912,9706,Directed,7181,,1
5887,691,Directed,7182,,4
4266,412,Directed,7183,,8
5911,896,Directed,7184,,2
1795,11663,Directed,7185,,6
5994,948,Directed,7186,,2
5994,9875,Directed,7187,,1
7937,9875,Directed,7188,,4
5912,466,Directed,7189,,1
6370,463,Directed,7190,,1
5816,2455,Directed,7191,,35
5836,950,Directed,7192,,2
4267,905,Directed,7193,,1
3941,688,Directed,7194,,1
7866,934,Directed,7195,,1
5834,896,Directed,7196,,1
5904,9910,Directed,7197,,1
2111,952,Directed,7198,,1
5827,9899,Directed,7199,,2
6278,764,Directed,7200,,1
7313,934,Directed,7201,,2
5234,934,Directed,7202,,1
5475,2270,Directed,7203,,1
5858,9875,Directed,7204,,1
6672,896,Directed,7205,,4
4137,905,Directed,7206,,1
4728,946,Directed,7207,,1
5969,9798,Directed,7208,,1
4562,934,Directed,7209,,3
7234,934,Directed,7210,,1
8240,11030,Directed,7211,,1
5218,7388,Directed,7212,,1
4294,924,Directed,7213,,1
1343,683,Directed,7214,,1
5912,14504,Directed,7215,,1
1795,11604,Directed,7216,,1
5831,935,Directed,7217,,64
6232,651,Directed,7218,,1
5873,10628,Directed,7219,,1
5264,939,Directed,7220,,1
5978,2658,Directed,7221,,1
4273,10511,Directed,7222,,1
4990,651,Directed,7223,,1
4321,10104,Directed,7224,,1
5923,5653,Directed,7225,,1
6553,685,Directed,7226,,2
6190,691,Directed,7227,,3
5842,5653,Directed,7228,,2
4520,9619,Directed,7229,,6
5912,5731,Directed,7230,,3
5186,939,Directed,7231,,2
8402,14731,Directed,7232,,1
5913,653,Directed,7233,,1
8264,932,Directed,7234,,1
5988,720,Directed,7235,,1
8317,950,Directed,7236,,2
7608,11776,Directed,7237,,1
4272,9875,Directed,7238,,2
5815,924,Directed,7239,,4
6947,934,Directed,7240,,2
4227,691,Directed,7241,,236
46,10863,Directed,7242,,1
5849,9813,Directed,7243,,4
4149,9886,Directed,7244,,1
5048,695,Directed,7245,,1
4192,930,Directed,7246,,1
1393,683,Directed,7247,,1
3740,694,Directed,7248,,1
5816,10466,Directed,7249,,1
4744,924,Directed,7250,,3
5782,905,Directed,7251,,2
5782,916,Directed,7252,,1
5512,11064,Directed,7253,,1
5170,935,Directed,7254,,1
5869,2531,Directed,7255,,2
2730,11801,Directed,7256,,1
3956,688,Directed,7257,,1
4150,946,Directed,7258,,1
4302,971,Directed,7259,,1
5943,670,Directed,7260,,2
7172,932,Directed,7261,,1
4227,12221,Directed,7262,,67
1290,651,Directed,7263,,2
5160,651,Directed,7264,,1
1148,934,Directed,7265,,1
4366,9592,Directed,7266,,1
7263,14491,Directed,7267,,1
2143,14509,Directed,7268,,1
7080,2277,Directed,7269,,1
5944,965,Directed,7270,,1
4257,2277,Directed,7271,,1
4403,2271,Directed,7272,,1
4272,2282,Directed,7273,,17
3777,10902,Directed,7274,,1
4204,465,Directed,7275,,3
4660,409,Directed,7276,,1
3755,8742,Directed,7277,,3
7068,320,Directed,7278,,1
4218,8738,Directed,7279,,2
3910,2268,Directed,7280,,2
3755,2275,Directed,7281,,1
1277,934,Directed,7282,,1
5912,688,Directed,7283,,2
5220,651,Directed,7284,,1
5912,7400,Directed,7285,,234
5912,14493,Directed,7286,,1
5518,690,Directed,7287,,1
7828,698,Directed,7288,,1
6388,930,Directed,7289,,3
5988,2455,Directed,7290,,1
4227,9638,Directed,7291,,1
4753,925,Directed,7292,,4
45,935,Directed,7293,,2
4660,935,Directed,7294,,1
4218,917,Directed,7295,,1
4624,9812,Directed,7296,,1
5790,916,Directed,7297,,1
1826,11179,Directed,7298,,1
5906,7398,Directed,7299,,5
4297,9825,Directed,7300,,1
5912,7408,Directed,7301,,296
1795,11866,Directed,7302,,1
4541,9892,Directed,7303,,1
8458,14732,Directed,7304,,1
4711,939,Directed,7305,,1
4998,7404,Directed,7306,,1
5871,9638,Directed,7307,,1
2718,11354,Directed,7308,,7
5835,2271,Directed,7309,,8
3898,2284,Directed,7310,,1
5967,651,Directed,7311,,1
4145,10898,Directed,7312,,1
4162,2282,Directed,7313,,27
5944,935,Directed,7314,,80
5030,654,Directed,7315,,1
5827,2455,Directed,7316,,46
1348,14508,Directed,7317,,1
5822,2455,Directed,7318,,28
4209,2531,Directed,7319,,39
4226,5674,Directed,7320,,1
7851,9875,Directed,7321,,2
4214,2271,Directed,7322,,1
6685,465,Directed,7323,,1
6685,466,Directed,7324,,1
5697,651,Directed,7325,,1
5653,9893,Directed,7326,,1
7696,9875,Directed,7327,,2
7257,691,Directed,7328,,4
7893,698,Directed,7329,,1
7897,2531,Directed,7330,,2
5912,2533,Directed,7331,,2
1348,691,Directed,7332,,1
8040,11985,Directed,7333,,1
5957,1779,Directed,7334,,1
1157,2535,Directed,7335,,1
1190,934,Directed,7336,,2
4005,466,Directed,7337,,2
4317,465,Directed,7338,,1
4211,320,Directed,7339,,2
4204,5653,Directed,7340,,1
4211,412,Directed,7341,,1
4211,2531,Directed,7342,,4
5994,2282,Directed,7343,,43
6670,934,Directed,7344,,1
5975,2531,Directed,7345,,8
4227,651,Directed,7346,,139
4227,9813,Directed,7347,,3
4994,9989,Directed,7348,,1
4227,935,Directed,7349,,6
5255,934,Directed,7350,,2
4227,942,Directed,7351,,1
4273,914,Directed,7352,,1
6265,1814,Directed,7353,,1
1594,11770,Directed,7354,,22
5991,1524,Directed,7355,,1
1988,11757,Directed,7356,,1
6547,691,Directed,7357,,1
8161,9899,Directed,7358,,1
4264,465,Directed,7359,,4
4272,924,Directed,7360,,1
5816,862,Directed,7361,,1
1300,654,Directed,7362,,1
8147,2282,Directed,7363,,1
8394,9592,Directed,7364,,1
5991,10369,Directed,7365,,2
8437,934,Directed,7366,,1
5904,7006,Directed,7367,,24
4081,9798,Directed,7368,,1
5957,924,Directed,7369,,3
7650,2658,Directed,7370,,1
4375,2532,Directed,7371,,1
7090,948,Directed,7372,,1
7263,696,Directed,7373,,1
3733,11013,Directed,7374,,1
5991,2732,Directed,7375,,2
1964,11840,Directed,7376,,1
4303,651,Directed,7377,,394
6218,7767,Directed,7378,,1
5001,691,Directed,7379,,1
5912,7402,Directed,7380,,2
6921,14468,Directed,7381,,1
5912,10458,Directed,7382,,1
3850,3254,Directed,7383,,1
8345,934,Directed,7384,,1
5991,10372,Directed,7385,,1
5792,1565,Directed,7386,,1
3877,3288,Directed,7387,,3
5790,2282,Directed,7388,,30
4272,896,Directed,7389,,1
4211,341,Directed,7390,,4
4998,7388,Directed,7391,,1
3774,905,Directed,7392,,1
5966,9778,Directed,7393,,5
3236,9254,Directed,7394,,2
7649,9876,Directed,7395,,1
4660,320,Directed,7396,,1
3973,14888,Directed,7397,,1
2721,11781,Directed,7398,,1
1809,11597,Directed,7399,,1
4285,2658,Directed,7400,,2
5777,2658,Directed,7401,,1
3552,11778,Directed,7402,,4
1805,11659,Directed,7403,,1
5653,9535,Directed,7404,,1
4211,862,Directed,7405,,1
4244,935,Directed,7406,,1
1382,691,Directed,7407,,1
4394,320,Directed,7408,,3
4244,320,Directed,7409,,1
1787,11805,Directed,7410,,5
5777,948,Directed,7411,,1
6005,950,Directed,7412,,1
5171,934,Directed,7413,,2
7204,9838,Directed,7414,,1
5790,932,Directed,7415,,1
4204,320,Directed,7416,,1
1159,455,Directed,7417,,2
1808,11711,Directed,7418,,1
8161,9606,Directed,7419,,1
1776,11702,Directed,7420,,1
5792,971,Directed,7421,,1
2097,952,Directed,7422,,1
6083,651,Directed,7423,,1
5809,9995,Directed,7424,,1
3859,1594,Directed,7425,,10
1704,11778,Directed,7426,,1
8150,950,Directed,7427,,1
4591,905,Directed,7428,,1
6850,896,Directed,7429,,1
5242,408,Directed,7430,,1
4100,9830,Directed,7431,,1
4321,2455,Directed,7432,,45
7807,11540,Directed,7433,,1
753,11659,Directed,7434,,1
5618,934,Directed,7435,,1
1373,691,Directed,7436,,1
6399,691,Directed,7437,,1
4244,651,Directed,7438,,1
5912,7392,Directed,7439,,24
4218,654,Directed,7440,,2
4214,935,Directed,7441,,3
4206,935,Directed,7442,,2
4047,9634,Directed,7443,,1
4807,2266,Directed,7444,,1
5516,9724,Directed,7445,,1
5975,2283,Directed,7446,,1
1795,11648,Directed,7447,,2
5533,935,Directed,7448,,3
4151,924,Directed,7449,,1
7990,9860,Directed,7450,,1
4285,924,Directed,7451,,3
4650,930,Directed,7452,,1
